"Read","Counts","Read Position Start","Read Position End","Read Size (rs)","Mean Read Size (mrs)","mrs/rs"
"SL2.50ch00:10401962-10403570","476","10401962","10403570","1608","1336.01441019","1.20357983248"
"SL2.50ch00:10402022-10403589","474","10402022","10403589","1567","1336.01441019","1.17289154073"
"SL2.50ch00:10405120-10406139","113","10405120","10406139","1019","1336.01441019","0.762716324188"
"SL2.50ch00:10410732-10412157","229","10410732","10412157","1425","1336.01441019","1.06660526199"
"SL2.50ch00:10413931-10414420","56","10413931","10414420","489","1336.01441019","0.36601401622"
"SL2.50ch00:10421271-10422036","51","10421271","10422036","765","1336.01441019","0.572598614331"
"SL2.50ch00:10421325-10421900","43","10421325","10421900","575","1336.01441019","0.430384579399"
"SL2.50ch00:10423992-10424622","94","10423992","10424622","630","1336.01441019","0.471551800037"
"SL2.50ch00:10428518-10429766","265","10428518","10429766","1248","1336.01441019","0.934121661027"
"SL2.50ch00:10428560-10429877","263","10428560","10429877","1317","1336.01441019","0.985767810555"
"SL2.50ch00:10431331-10432014","76","10431331","10432014","683","1336.01441019","0.511222030834"
"SL2.50ch00:10438317-10439161","125","10438317","10439161","844","1336.01441019","0.631729713066"
"SL2.50ch00:10476481-10481250","506","10476481","10481250","4769","1336.01441019","3.56957227679"
"SL2.50ch00:10482665-10483675","97","10482665","10483675","1010","1336.01441019","0.755979869901"
"SL2.50ch00:10485707-10487511","346","10485707","10487511","1804","1336.01441019","1.35028483693"
"SL2.50ch00:10502513-10503036","63","10502513","10503036","523","1336.01441019","0.391462843523"
"SL2.50ch00:10508200-10508581","28","10508200","10508581","381","1336.01441019","0.285176564785"
"SL2.50ch00:10512279-10513587","120","10512279","10513587","1308","1336.01441019","0.979031356268"
"SL2.50ch00:10574814-10576035","159","10574814","10576035","1221","1336.01441019","0.913912298168"
"SL2.50ch00:10574843-10576103","159","10574843","10576103","1260","1336.01441019","0.943103600075"
"SL2.50ch00:10577314-10578590","163","10577314","10578590","1276","1336.01441019","0.955079518806"
"SL2.50ch00:10581664-10582341","46","10581664","10582341","677","1336.01441019","0.50673106131"
"SL2.50ch00:10588136-10588834","85","10588136","10588834","698","1336.01441019","0.522449454645"
"SL2.50ch00:10600590-10600921","49","10600590","10600921","331","1336.01441019","0.24775181875"
"SL2.50ch00:10601253-10602032","101","10601253","10602032","779","1336.01441019","0.583077543221"
"SL2.50ch00:10603667-10606248","567","10603667","10606248","2581","1336.01441019","1.93186539031"
"SL2.50ch00:10604061-10606228","554","10604061","10606228","2167","1336.01441019","1.62198849314"
"SL2.50ch00:10607822-10610054","621","10607822","10610054","2232","1336.01441019","1.67064066299"
"SL2.50ch00:10607854-10610082","621","10607854","10610082","2228","1336.01441019","1.66764668331"
"SL2.50ch00:10617025-10618102","576","10617025","10618102","1077","1336.01441019","0.806129029588"
"SL2.50ch00:10617045-10618174","576","10617045","10618174","1129","1336.01441019","0.845050765464"
"SL2.50ch00:10627392-10628351","514","10627392","10628351","959","1336.01441019","0.717806628946"
"SL2.50ch00:10627420-10628331","514","10627420","10628331","911","1336.01441019","0.681878872753"
"SL2.50ch00:10630303-10630941","211","10630303","10630941","638","1336.01441019","0.477539759403"
"SL2.50ch00:10630322-10630895","211","10630322","10630895","573","1336.01441019","0.428887589558"
"SL2.50ch00:10632640-10636737","1407","10632640","10636737","4097","1336.01441019","3.06658369008"
"SL2.50ch00:10632707-10636726","1405","10632707","10636726","4019","1336.01441019","3.00820108627"
"SL2.50ch00:10638493-10640185","1011","10638493","10640185","1692","1336.01441019","1.26645340581"
"SL2.50ch00:10638591-10640187","1010","10638591","10640187","1596","1336.01441019","1.19459789343"
"SL2.50ch00:10642033-10643902","723","10642033","10643902","1869","1336.01441019","1.39893700678"
"SL2.50ch00:10642037-10643846","723","10642037","10643846","1809","1336.01441019","1.35402731154"
"SL2.50ch00:10644515-10646026","429","10644515","10646026","1511","1336.01441019","1.13097582517"
"SL2.50ch00:10644516-10645874","422","10644516","10645874","1358","1336.01441019","1.0164561023"
"SL2.50ch00:10651555-10652266","173","10651555","10652266","711","1336.01441019","0.532179888614"
"SL2.50ch00:10651628-10652252","164","10651628","10652252","624","1336.01441019","0.467060830513"
"SL2.50ch00:10653584-10655204","311","10653584","10655204","1620","1336.01441019","1.21256177152"
"SL2.50ch00:10656082-10657809","268","10656082","10657809","1727","1336.01441019","1.29265072804"
"SL2.50ch00:10659682-10660159","98","10659682","10660159","477","1336.01441019","0.357032077171"
"SL2.50ch00:10660575-10661051","50","10660575","10661051","476","1336.01441019","0.356283582251"
"SL2.50ch00:10664093-10664879","689","10664093","10664879","786","1336.01441019","0.588317007666"
"SL2.50ch00:10665512-10666210","1258","10665512","10666210","698","1336.01441019","0.522449454645"
"SL2.50ch00:10665535-10666163","1258","10665535","10666163","628","1336.01441019","0.470054810196"
"SL2.50ch00:10667197-10669630","4593","10667197","10669630","2433","1336.01441019","1.82108814205"
"SL2.50ch00:10667249-10669624","4576","10667249","10669624","2375","1336.01441019","1.77767543665"
"SL2.50ch00:10672327-10672995","1012","10672327","10672995","668","1336.01441019","0.499994607024"
"SL2.50ch00:10672331-10673001","1012","10672331","10673001","670","1336.01441019","0.501491596865"
"SL2.50ch00:10675576-10676676","980","10675576","10676676","1100","1336.01441019","0.823344412764"
"SL2.50ch00:10675601-10676553","979","10675601","10676553","952","1336.01441019","0.712567164501"
"SL2.50ch00:10680500-10686366","13314","10680500","10686366","5866","1336.01441019","4.39067120479"
"SL2.50ch00:10680507-10686395","13314","10680507","10686395","5888","1336.01441019","4.40713809305"
"SL2.50ch00:10687183-10692743","10858","10687183","10692743","5560","1336.01441019","4.16163175906"
"SL2.50ch00:10687194-10692736","10858","10687194","10692736","5542","1336.01441019","4.14815885049"
"SL2.50ch00:10721202-10722706","145","10721202","10722706","1504","1336.01441019","1.12573636072"
"SL2.50ch00:10729266-10730646","505","10729266","10730646","1380","1336.01441019","1.03292299056"
"SL2.50ch00:10729366-10730692","504","10729366","10730692","1326","1336.01441019","0.992504264841"
"SL2.50ch00:10731640-10733467","468","10731640","10733467","1827","1336.01441019","1.36750022011"
"SL2.50ch00:10735708-10737046","88","10735708","10737046","1338","1336.01441019","1.00148620389"
"SL2.50ch00:10739930-10740261","36","10739930","10740261","331","1336.01441019","0.24775181875"
"SL2.50ch00:10743581-10745195","272","10743581","10745195","1614","1336.01441019","1.208070802"
"SL2.50ch00:10746713-10748833","349","10746713","10748833","2120","1336.01441019","1.58680923187"
"SL2.50ch00:10749908-10750239","45","10749908","10750239","331","1336.01441019","0.24775181875"
"SL2.50ch00:10751930-10752550","34","10751930","10752550","620","1336.01441019","0.464066850831"
"SL2.50ch00:10776616-10777858","194","10776616","10777858","1242","1336.01441019","0.929630691502"
"SL2.50ch00:10778540-10781054","266","10778540","10781054","2514","1336.01441019","1.88171623063"
"SL2.50ch00:10783354-10784036","108","10783354","10784036","682","1336.01441019","0.510473535914"
"SL2.50ch00:10783509-10783913","103","10783509","10783913","404","1336.01441019","0.302391947961"
"SL2.50ch00:10788509-10789242","239","10788509","10789242","733","1336.01441019","0.548646776869"
"SL2.50ch00:10788760-10789164","209","10788760","10789164","404","1336.01441019","0.302391947961"
"SL2.50ch00:10793463-10794063","82","10793463","10794063","600","1336.01441019","0.449096952417"
"SL2.50ch00:10793486-10794207","81","10793486","10794207","721","1336.01441019","0.539664837821"
"SL2.50ch00:10798448-10803540","575","10798448","10803540","5092","1336.01441019","3.81133613618"
"SL2.50ch00:10830646-10832242","509","10830646","10832242","1596","1336.01441019","1.19459789343"
"SL2.50ch00:10830818-10832276","509","10830818","10832276","1458","1336.01441019","1.09130559437"
"SL2.50ch00:10834896-10835805","311","10834896","10835805","909","1336.01441019","0.680381882911"
"SL2.50ch00:10834936-10835789","308","10834936","10835789","853","1336.01441019","0.638466167352"
"SL2.50ch00:10842071-10842585","96","10842071","10842585","514","1336.01441019","0.384726389237"
"SL2.50ch00:10842074-10842575","96","10842074","10842575","501","1336.01441019","0.374995955268"
"SL2.50ch00:10843896-10845227","204","10843896","10845227","1331","1336.01441019","0.996246739444"
"SL2.50ch00:10846170-10847034","291","10846170","10847034","864","1336.01441019","0.64669961148"
"SL2.50ch00:10846224-10847047","291","10846224","10847047","823","1336.01441019","0.616011319731"
"SL2.50ch00:10848807-10849976","231","10848807","10849976","1169","1336.01441019","0.874990562292"
"SL2.50ch00:10854621-10857569","390","10854621","10857569","2948","1336.01441019","2.20656302621"
"SL2.50ch00:10868809-10869190","33","10868809","10869190","381","1336.01441019","0.285176564785"
"SL2.50ch00:10910268-10911385","274","10910268","10911385","1117","1336.01441019","0.836068826416"
"SL2.50ch00:10910370-10911449","272","10910370","10911449","1079","1336.01441019","0.807626019429"
"SL2.50ch00:10914174-10914910","119","10914174","10914910","736","1336.01441019","0.550892261631"
"SL2.50ch00:10914338-10914844","111","10914338","10914844","506","1336.01441019","0.378738429871"
"SL2.50ch00:10917250-10919722","947","10917250","10919722","2472","1336.01441019","1.85027944396"
"SL2.50ch00:10917261-10919734","947","10917261","10919734","2473","1336.01441019","1.85102793888"
"SL2.50ch00:10926623-10928866","375","10926623","10928866","2243","1336.01441019","1.67887410712"
"SL2.50ch00:10926626-10929287","395","10926626","10929287","2661","1336.01441019","1.99174498397"
"SL2.50ch00:10930953-10933110","280","10930953","10933110","2157","1336.01441019","1.61450354394"
"SL2.50ch00:10931866-10933008","190","10931866","10933008","1142","1336.01441019","0.854781199433"
"SL2.50ch00:10936035-10937735","110","10936035","10937735","1700","1336.01441019","1.27244136518"
"SL2.50ch00:10940054-10943891","412","10940054","10943891","3837","1336.01441019","2.8719750107"
"SL2.50ch00:10945399-10946478","120","10945399","10946478","1079","1336.01441019","0.807626019429"
"SL2.50ch00:10947725-10954068","574","10947725","10954068","6343","1336.01441019","4.74770328196"
"SL2.50ch00:10956482-10960667","358","10956482","10960667","4185","1336.01441019","3.13245124311"
"SL2.50ch00:10963552-10964142","82","10963552","10964142","590","1336.01441019","0.44161200321"
"SL2.50ch00:10971004-10972145","151","10971004","10972145","1141","1336.01441019","0.854032704512"
"SL2.50ch00:10971048-10972223","151","10971048","10972223","1175","1336.01441019","0.879481531816"
"SL2.50ch00:10985064-10986782","335","10985064","10986782","1718","1336.01441019","1.28591427375"
"SL2.50ch00:10985073-10986834","335","10985073","10986834","1761","1336.01441019","1.31809955534"
"SL2.50ch00:10990687-10995808","874","10990687","10995808","5121","1336.01441019","3.83304248888"
"SL2.50ch00:10998618-11000310","299","10998618","11000310","1692","1336.01441019","1.26645340581"
"SL2.50ch00:11005052-11006987","391","11005052","11006987","1935","1336.01441019","1.44833767154"
"SL2.50ch00:11007680-11008269","58","11007680","11008269","589","1336.01441019","0.440863508289"
"SL2.50ch00:11012514-11012895","54","11012514","11012895","381","1336.01441019","0.285176564785"
"SL2.50ch00:11031644-11031975","45","11031644","11031975","331","1336.01441019","0.24775181875"
"SL2.50ch00:11055079-11077480","36052","11055079","11077480","22401","1336.01441019","16.7670347185"
"SL2.50ch00:11055103-11077486","36052","11055103","11077486","22383","1336.01441019","16.7535618099"
"SL2.50ch00:11141761-11146375","409","11141761","11146375","4614","1336.01441019","3.45355556408"
"SL2.50ch00:11147031-11148450","150","11147031","11148450","1419","1336.01441019","1.06211429247"
"SL2.50ch00:11147056-11148474","150","11147056","11148474","1418","1336.01441019","1.06136579754"
"SL2.50ch00:11156005-11156811","43","11156005","11156811","806","1336.01441019","0.60328690608"
"SL2.50ch00:11182413-11182990","85","11182413","11182990","577","1336.01441019","0.431881569241"
"SL2.50ch00:11182455-11182963","85","11182455","11182963","508","1336.01441019","0.380235419713"
"SL2.50ch00:11184554-11185987","159","11184554","11185987","1433","1336.01441019","1.07259322136"
"SL2.50ch00:11184559-11185963","159","11184559","11185963","1404","1336.01441019","1.05088686865"
"SL2.50ch00:11239943-11240920","102","11239943","11240920","977","1336.01441019","0.731279537518"
"SL2.50ch00:11242538-11243692","140","11242538","11243692","1154","1336.01441019","0.863763138481"
"SL2.50ch00:11244917-11246524","262","11244917","11246524","1607","1336.01441019","1.20283133756"
"SL2.50ch00:11251418-11254505","514","11251418","11254505","3087","1336.01441019","2.31060382018"
"SL2.50ch00:11251473-11254521","512","11251473","11254521","3048","1336.01441019","2.28141251828"
"SL2.50ch00:11256077-11257931","264","11256077","11257931","1854","1336.01441019","1.38770958297"
"SL2.50ch00:11293074-11293554","32","11293074","11293554","480","1336.01441019","0.359277561933"
"SL2.50ch00:11295501-11296038","39","11295501","11296038","537","1336.01441019","0.401941772413"
"SL2.50ch00:11297430-11297761","47","11297430","11297761","331","1336.01441019","0.24775181875"
"SL2.50ch00:11301434-11301838","68","11301434","11301838","404","1336.01441019","0.302391947961"
"SL2.50ch00:11301523-11301854","65","11301523","11301854","331","1336.01441019","0.24775181875"
"SL2.50ch00:11308046-11308427","35","11308046","11308427","381","1336.01441019","0.285176564785"
"SL2.50ch00:11310727-11313687","948","11310727","11313687","2960","1336.01441019","2.21554496526"
"SL2.50ch00:11310886-11313674","943","11310886","11313674","2788","1336.01441019","2.0868038389"
"SL2.50ch00:11314410-11315883","478","11314410","11315883","1473","1336.01441019","1.10253301818"
"SL2.50ch00:11314447-11315959","474","11314447","11315959","1512","1336.01441019","1.13172432009"
"SL2.50ch00:11317036-11318741","175","11317036","11318741","1705","1336.01441019","1.27618383978"
"SL2.50ch00:11321826-11325870","445","11321826","11325870","4044","1336.01441019","3.02691345929"
"SL2.50ch00:11326911-11336372","876","11326911","11336372","9461","1336.01441019","7.08151044469"
"SL2.50ch00:11337261-11343309","477","11337261","11343309","6048","1336.01441019","4.52689728036"
"SL2.50ch00:11344369-11345115","89","11344369","11345115","746","1336.01441019","0.558377210838"
"SL2.50ch00:11362846-11363749","159","11362846","11363749","903","1336.01441019","0.675890913387"
"SL2.50ch00:11362909-11363764","158","11362909","11363764","855","1336.01441019","0.639963157194"
"SL2.50ch00:11369358-11374033","453","11369358","11374033","4675","1336.01441019","3.49921375425"
"SL2.50ch00:11377464-11379406","316","11377464","11379406","1942","1336.01441019","1.45357713599"
"SL2.50ch00:11377992-11379414","309","11377992","11379414","1422","1336.01441019","1.06435977723"
"SL2.50ch00:11396268-11398033","345","11396268","11398033","1765","1336.01441019","1.32109353503"
"SL2.50ch00:11396281-11398063","339","11396281","11398063","1782","1336.01441019","1.33381794868"
"SL2.50ch00:11398844-11404525","921","11398844","11404525","5681","1336.01441019","4.25219964446"
"SL2.50ch00:11411131-11412638","343","11411131","11412638","1507","1336.01441019","1.12798184549"
"SL2.50ch00:11411210-11412550","343","11411210","11412550","1340","1336.01441019","1.00298319373"
"SL2.50ch00:11435021-11435402","33","11435021","11435402","381","1336.01441019","0.285176564785"
"SL2.50ch00:11443840-11444538","72","11443840","11444538","698","1336.01441019","0.522449454645"
"SL2.50ch00:11479280-11479661","10","11479280","11479661","381","1336.01441019","0.285176564785"
"SL2.50ch00:11490693-11491596","122","11490693","11491596","903","1336.01441019","0.675890913387"
"SL2.50ch00:11492825-11494397","158","11492825","11494397","1572","1336.01441019","1.17663401533"
"SL2.50ch00:11495640-11497102","174","11495640","11497102","1462","1336.01441019","1.09429957406"
"SL2.50ch00:11499381-11501263","334","11499381","11501263","1882","1336.01441019","1.40866744075"
"SL2.50ch00:11501876-11503245","238","11501876","11503245","1369","1336.01441019","1.02468954643"
"SL2.50ch00:11501908-11503138","237","11501908","11503138","1230","1336.01441019","0.920648752454"
"SL2.50ch00:11504375-11505179","186","11504375","11505179","804","1336.01441019","0.601789916238"
"SL2.50ch00:11504386-11505193","182","11504386","11505193","807","1336.01441019","0.604035401"
"SL2.50ch00:11510384-11512323","182","11510384","11512323","1939","1336.01441019","1.45133165123"
"SL2.50ch00:11516613-11517616","86","11516613","11517616","1003","1336.01441019","0.750740405456"
"SL2.50ch00:11516614-11517613","86","11516614","11517613","999","1336.01441019","0.747746425774"
"SL2.50ch00:11520028-11520796","40","11520028","11520796","768","1336.01441019","0.574844099093"
"SL2.50ch00:11531048-11531810","55","11531048","11531810","762","1336.01441019","0.570353129569"
"SL2.50ch00:11534129-11548181","2996","11534129","11548181","14052","1336.01441019","10.5178506256"
"SL2.50ch00:11565499-11566054","61","11565499","11566054","555","1336.01441019","0.415414680985"
"SL2.50ch00:11576949-11583147","730","11576949","11583147","6198","1336.01441019","4.63917151846"
"SL2.50ch00:11650849-11651285","73","11650849","11651285","436","1336.01441019","0.326343785423"
"SL2.50ch00:11655343-11656870","675","11655343","11656870","1527","1336.01441019","1.1429517439"
"SL2.50ch00:11655363-11656901","675","11655363","11656901","1538","1336.01441019","1.15118518803"
"SL2.50ch00:11658373-11659357","235","11658373","11659357","984","1336.01441019","0.736519001963"
"SL2.50ch00:11658413-11659410","235","11658413","11659410","997","1336.01441019","0.746249435932"
"SL2.50ch00:11685738-11686901","161","11685738","11686901","1163","1336.01441019","0.870499592768"
"SL2.50ch00:11687500-11689613","459","11687500","11689613","2113","1336.01441019","1.58156976743"
"SL2.50ch00:11687565-11689537","459","11687565","11689537","1972","1336.01441019","1.47603198361"
"SL2.50ch00:11690472-11694305","376","11690472","11694305","3833","1336.01441019","2.86898103102"
"SL2.50ch00:11695255-11695660","84","11695255","11695660","405","1336.01441019","0.303140442881"
"SL2.50ch00:11697545-11698487","185","11697545","11698487","942","1336.01441019","0.705082215294"
"SL2.50ch00:11736257-11738084","567","11736257","11738084","1827","1336.01441019","1.36750022011"
"SL2.50ch00:11736295-11738062","567","11736295","11738062","1767","1336.01441019","1.32259052487"
"SL2.50ch00:11773888-11775696","2568","11773888","11775696","1808","1336.01441019","1.35327881662"
"SL2.50ch00:11773931-11775731","2546","11773931","11775731","1800","1336.01441019","1.34729085725"
"SL2.50ch00:11777402-11778481","1841","11777402","11778481","1079","1336.01441019","0.807626019429"
"SL2.50ch00:11777453-11778470","1805","11777453","11778470","1017","1336.01441019","0.761219334346"
"SL2.50ch00:11780895-11782018","1730","11780895","11782018","1123","1336.01441019","0.84055979594"
"SL2.50ch00:11780914-11782081","1721","11780914","11782081","1167","1336.01441019","0.87349357245"
"SL2.50ch00:11782576-11786164","4732","11782576","11786164","3588","1336.01441019","2.68559977545"
"SL2.50ch00:11782593-11786224","4734","11782593","11786224","3631","1336.01441019","2.71778505704"
"SL2.50ch00:11789600-11790182","32","11789600","11790182","582","1336.01441019","0.435624043844"
"SL2.50ch00:11789639-11790399","46","11789639","11790399","760","1336.01441019","0.568856139728"
"SL2.50ch00:11796752-11810419","23177","11796752","11810419","13667","1336.01441019","10.2296800811"
"SL2.50ch00:11798253-11810444","23106","11798253","11810444","12191","1336.01441019","9.12490157819"
"SL2.50ch00:11819282-11819771","31","11819282","11819771","489","1336.01441019","0.36601401622"
"SL2.50ch00:11851636-11852113","39","11851636","11852113","477","1336.01441019","0.357032077171"
"SL2.50ch00:11855496-11855877","13","11855496","11855877","381","1336.01441019","0.285176564785"
"SL2.50ch00:11857574-11857905","34","11857574","11857905","331","1336.01441019","0.24775181875"
"SL2.50ch00:11901425-11901973","32","11901425","11901973","548","1336.01441019","0.410175216541"
"SL2.50ch00:11913173-11913606","38","11913173","11913606","433","1336.01441019","0.324098300661"
"SL2.50ch00:11919657-11919988","36","11919657","11919988","331","1336.01441019","0.24775181875"
"SL2.50ch00:11922194-11922525","45","11922194","11922525","331","1336.01441019","0.24775181875"
"SL2.50ch00:11934769-11935958","240","11934769","11935958","1189","1336.01441019","0.889960460706"
"SL2.50ch00:11944473-11945832","160","11944473","11945832","1359","1336.01441019","1.01720459722"
"SL2.50ch00:11966724-11976904","15213","11966724","11976904","10180","1336.01441019","7.61967829267"
"SL2.50ch00:11966763-11976921","15210","11966763","11976921","10158","1336.01441019","7.60321140441"
"SL2.50ch00:11986901-11987970","244","11986901","11987970","1069","1336.01441019","0.800141070222"
"SL2.50ch00:11986947-11988035","244","11986947","11988035","1088","1336.01441019","0.814362473716"
"SL2.50ch00:11990826-11991727","134","11990826","11991727","901","1336.01441019","0.674393923546"
"SL2.50ch00:11993083-11994663","675","11993083","11994663","1580","1336.01441019","1.1826219747"
"SL2.50ch00:11993108-11994595","675","11993108","11994595","1487","1336.01441019","1.11301194707"
"SL2.50ch00:11996161-11996887","320","11996161","11996887","726","1336.01441019","0.543407312424"
"SL2.50ch00:11996165-11996956","322","11996165","11996956","791","1336.01441019","0.592059482269"
"SL2.50ch00:12005346-12016200","22759","12005346","12016200","10854","1336.01441019","8.12416386922"
"SL2.50ch00:12006247-12016261","22715","12006247","12016261","10014","1336.01441019","7.49542813583"
"SL2.50ch00:12039409-12041187","168","12039409","12041187","1778","1336.01441019","1.33082396899"
"SL2.50ch00:12088095-12089625","151","12088095","12089625","1530","1336.01441019","1.14519722866"
"SL2.50ch00:12090869-12091736","93","12090869","12091736","867","1336.01441019","0.648945096242"
"SL2.50ch00:12128069-12129195","162","12128069","12129195","1126","1336.01441019","0.842805280702"
"SL2.50ch00:12128080-12154019","29073","12128080","12154019","25939","1336.01441019","19.4152097479"
"SL2.50ch00:12129811-12133841","791","12129811","12133841","4030","1336.01441019","3.0164345304"
"SL2.50ch00:12135070-12154020","28010","12135070","12154020","18950","1336.01441019","14.1839787472"
"SL2.50ch00:12211658-12219923","830","12211658","12219923","8265","1336.01441019","6.18631051954"
"SL2.50ch00:12212183-12219705","791","12212183","12219705","7522","1336.01441019","5.63017879346"
"SL2.50ch00:12266042-12266373","46","12266042","12266373","331","1336.01441019","0.24775181875"
"SL2.50ch00:12266855-12282012","24654","12266855","12282012","15157","1336.01441019","11.344937513"
"SL2.50ch00:12266900-12282088","24653","12266900","12282088","15188","1336.01441019","11.3681408555"
"SL2.50ch00:12300631-12302445","152","12300631","12302445","1814","1336.01441019","1.35776978614"
"SL2.50ch00:12301258-12302308","117","12301258","12302308","1050","1336.01441019","0.785919666729"
"SL2.50ch00:12312511-12319827","694","12312511","12319827","7316","1336.01441019","5.4759888398"
"SL2.50ch00:12322626-12323776","184","12322626","12323776","1150","1336.01441019","0.860769158799"
"SL2.50ch00:12327818-12328740","74","12327818","12328740","922","1336.01441019","0.69011231688"
"SL2.50ch00:12339756-12340219","23","12339756","12340219","463","1336.01441019","0.346553148282"
"SL2.50ch00:12348859-12349873","122","12348859","12349873","1014","1336.01441019","0.758973849584"
"SL2.50ch00:12348900-12349859","120","12348900","12349859","959","1336.01441019","0.717806628946"
"SL2.50ch00:12492800-12501089","753","12492800","12501089","8289","1336.01441019","6.20427439764"
"SL2.50ch00:12492909-12499238","601","12492909","12499238","6329","1336.01441019","4.73722435307"
"SL2.50ch00:12499680-12501104","135","12499680","12501104","1424","1336.01441019","1.06585676707"
"SL2.50ch00:12504572-12506066","124","12504572","12506066","1494","1336.01441019","1.11825141152"
"SL2.50ch00:12561321-12561702","19","12561321","12561702","381","1336.01441019","0.285176564785"
"SL2.50ch00:12570057-12572446","187","12570057","12572446","2389","1336.01441019","1.78815436554"
"SL2.50ch00:12643039-12645240","149","12643039","12645240","2201","1336.01441019","1.64743732045"
"SL2.50ch00:12646321-12647655","83","12646321","12647655","1334","1336.01441019","0.998492224206"
"SL2.50ch00:12648597-12648928","34","12648597","12648928","331","1336.01441019","0.24775181875"
"SL2.50ch00:12669261-12669592","44","12669261","12669592","331","1336.01441019","0.24775181875"
"SL2.50ch00:12704257-12704588","44","12704257","12704588","331","1336.01441019","0.24775181875"
"SL2.50ch00:12754371-12754752","54","12754371","12754752","381","1336.01441019","0.285176564785"
"SL2.50ch00:12756548-12757566","282","12756548","12757566","1018","1336.01441019","0.761967829267"
"SL2.50ch00:12756562-12757520","282","12756562","12757520","958","1336.01441019","0.717058134025"
"SL2.50ch00:12758317-12760221","732","12758317","12760221","1904","1336.01441019","1.425134329"
"SL2.50ch00:12758322-12760244","732","12758322","12760244","1922","1336.01441019","1.43860723757"
"SL2.50ch00:12772555-12778363","796","12772555","12778363","5808","1336.01441019","4.34725849939"
"SL2.50ch00:12783643-12784259","33","12783643","12784259","616","1336.01441019","0.461072871148"
"SL2.50ch00:12885083-12890446","387","12885083","12890446","5363","1336.01441019","4.01417825968"
"SL2.50ch00:12935953-12936381","19","12935953","12936381","428","1336.01441019","0.320355826057"
"SL2.50ch00:12942422-12943337","147","12942422","12943337","915","1336.01441019","0.684872852435"
"SL2.50ch00:12944934-12947743","326","12944934","12947743","2809","1336.01441019","2.10252223223"
"SL2.50ch00:12953378-12958577","5403","12953378","12958577","5199","1336.01441019","3.89142509269"
"SL2.50ch00:12953577-12958707","5396","12953577","12958707","5130","1336.01441019","3.83977894316"
"SL2.50ch00:13043047-13043844","98","13043047","13043844","797","1336.01441019","0.596550451793"
"SL2.50ch00:13052241-13053765","198","13052241","13053765","1524","1336.01441019","1.14070625914"
